SCH_ID,X1NCESID,W1MATHTCH,W1SCITCH,W3HSTRANS,X1SEX,X1RACE,X1TXMTH,X1TXMSEM,X1TXMSCR,X1TXMTSCOR,X1TXMQUINT,X1TXMPROF1,X1TXMPROF2,X1TXMPROF3,X1TXMPROF4,X1TXMPROF5,X1PAR1OCC_STEM1,X1PAR1OCC_STEM2,X1PAR2OCC_STEM1,X1PAR2OCC_STEM2,X1PAREDU,X1FAMINCOME,X1MTHID,X1MTHUTI,X1MTHEFF,X1MTHINT,X1SCIUTI,X1SCIEFF,X1SCIINT
-5,-5,0,0,370.948958,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,0,468.917597,330.111183,2,6,1.1075,0.229,53.7869,62.2474,5,0.9999,0.9849,0.9641,0.5125,0.1475,4,-5,4,-5,4,9,-1.73,0.27,-0.56,0.49,-0.28,-1.2,-0.17
-5,-5,43.654243,48.232086,37.124951,2,8,0.2077,0.227,42.8601,52.9068,4,0.9962,0.8347,0.4871,0.1003,0.0606,4,-5,4,-5,4,6,0.6,-0.3,0.1,0.93,0.1,0.25,0.16
-5,-5,0,0,336.264846,2,5,0.5081,0.2375,46.599,56.0255,4,0.9989,0.9213,0.7248,0.1659,0.0735,0,-5,0,-5,4,11,0.03,-1.33,-0.3,-0.2,-1.45,-0.48,-0.17
-5,-5,0,0,57.016282,2,8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,30.86769,60.738299,40.500312,1,6,-0.1235,0.225,38.3672,49.4679,3,0.9854,0.6553,0.2562,0.0674,0.0534,0,-5,0,-5,4,3,1.19,1.31,1.62,0.96,0.71,-9,0.99
-5,-5,0,0,188.002757,1,2,0.8545,0.2624,50.7797,59.6209,5,0.9997,0.969,0.906,0.3277,0.1043,0,-5,0,-5,4,2,1.76,0.67,1.62,0.57,0.1,0.69,1.38
-5,-5,0,129.602758,112.703536,1,8,-0.363,0.2333,34.7697,46.9816,2,0.963,0.4628,0.153,0.0555,0.0506,0,-5,0,-5,2,4,1.16,0.34,1.62,1.02,1.69,1.42,1.7
-5,-5,0,0,169.59292,2,8,-0.0595,0.2456,39.2821,50.1325,3,0.9887,0.6985,0.2933,0.0719,0.0544,0,-5,0,-5,4,13,0.6,0.5,0.95,1.34,0.84,0.25,0.16
-5,-5,0,418.651188,235.954321,1,8,1.3973,0.2194,57.1843,65.2555,5,1,0.9936,0.9893,0.7276,0.2353,1,-5,-7,-5,4,4,-1.13,-0.13,0.1,0.96,0.84,1.83,0.02
-5,-5,284.069906,0,342.248671,2,8,-0.1982,0.261,37.2709,48.6924,3,0.9804,0.5997,0.2182,0.063,0.0524,0,-5,0,-5,2,4,-1.73,-1.5,-2.92,-2.11,-3.1,-2.91,-2.59
-5,-5,0,0,321.730903,1,8,-1.7892,0.3898,18.8126,32.1762,1,0.1154,0.027,0.0303,0.0378,0.0464,0,-5,-7,-5,2,2,0.6,-0.3,0.95,-9,-7,-7,-7
-5,-5,0,0,0,1,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-5,-8,-5,-8,-8,-8,-8,-8,-8,-8,-8,-8
-5,-5,95.751662,103.437213,92.123247,2,8,-0.9606,0.3073,26.271,40.7777,1,0.7332,0.1174,0.0537,0.0426,0.0475,0,-5,0,-5,3,3,-1.73,-0.7,-2.09,-1.11,0.1,-0.77,0.16
-5,-5,26.253404,0,15.45064,1,5,-1.9424,0.4592,17.9699,30.5861,1,0.0674,0.0217,0.0292,0.0374,0.0463,0,-5,-7,-5,1,1,-9,-7,-7,-7,-1.37,-0.44,-0.58
